,Close,Open,High,Low,Volume,Adj Close
2020-03-06,90.87739394551333,89.95770296423838,92.59317182689136,88.25928897694736,10021403,90.87739394551333
2020-03-09,91.73812558975662,90.71827965965547,92.65448991985052,89.81210248377394,11975446,91.73812558975662
2020-03-10,90.93558363057569,90.87770042138281,91.95750169776979,89.85643283549538,8942524,90.93558363057569
2020-03-11,88.70507185764708,91.41742024854416,92.11823296134806,88.02505220844886,17150758,88.70507185764708
2020-03-12,89.76126152211448,88.66364453272178,90.88264799877444,87.55597057332801,13735251,89.76126152211448
2020-03-13,90.0256802404655,89.6640608937747,91.8150812816799,87.88184760203094,11693017,90.0256802404655
2020-03-16,88.64383227616075,91.75045032572277,93.36325262718523,87.08563854307383,13074130,88.64383227616075
2020-03-17,87.74717302491045,88.80272789236784,90.56920157364486,86.00169655775919,13062964,87.74717302491045
2020-03-18,88.14201658680763,87.35136778880276,89.69426032033168,85.81304794413045,15023666,88.14201658680763
2020-03-19,89.8596542443012,87.91653647690767,90.71167211200768,87.08294257344632,13127184,89.8596542443012
2020-03-20,89.9561253501951,90.47884785038181,91.68638342864516,88.75556605458269,10501922,89.9561253501951
2020-03-23,89.4477273865938,90.01726155368792,91.0163635316446,88.45494667083767,8957113,89.4477273865938
2020-03-24,88.96315334773861,88.67582320752976,90.88946134409808,86.75573673464211,9316653,88.96315334773861
2020-03-25,90.13138452387442,89.45381837574836,90.94401420330826,88.64729767117002,12875762,90.13138452387442
2020-03-26,91.34009030868751,89.770060014928,93.11834380160516,88.02237263864576,15815303,91.34009030868751
2020-03-27,92.99296730852939,92.36673343701615,94.80305396841258,90.56883627500146,12938692,92.99296730852939
2020-03-30,92.51882451079614,93.59558855532924,95.85574428172087,90.28467059131431,10511867,92.51882451079614
2020-03-31,91.19884960389129,92.2705103350104,93.46555803513888,90.01768158956266,11848873,91.19884960389129
2020-04-01,92.69990638404359,91.89981291497533,94.42056596734604,90.19400435524766,11943634,92.69990638404359
2020-04-02,96.002666369185,92.73764758088477,98.53792966489215,90.28860774757541,18166417,96.002666369185
2020-04-03,97.76919222411038,96.49387764891209,98.93379846828327,95.34446268620296,10140071,97.76919222411038
2020-04-06,99.14627736436294,98.05354384005878,99.87250389409186,97.33532136349625,16559522,99.14627736436294
2020-04-07,98.88830019784176,98.64279869437355,99.44206971776924,98.09040397054878,9209462,98.88830019784176
2020-04-08,98.23964221356016,98.50646290377888,100.33509355249609,96.41596470677358,13068908,98.23964221356016
2020-04-09,99.7161800116163,98.8467401068391,100.27301998611213,98.29475530122706,10088644,99.7161800116163
2020-04-10,102.18990520719882,99.5158849079376,103.53251754167401,98.20840493442455,17102940,102.18990520719882
2020-04-13,101.6261089261684,101.94241241802443,103.69445241063964,99.87950510437152,12700518,101.6261089261684
2020-04-14,101.74229738080138,101.0437165784476,103.36263276419238,99.43450670746736,11045618,101.74229738080138
2020-04-15,98.42651597720271,102.0008850334124,103.74787707231211,96.74074295893446,13538872,98.42651597720271
2020-04-16,99.85782029787697,99.64455882870631,101.46667450471813,98.03914057320884,13568971,99.85782029787697
2020-04-17,100.5943683648825,99.21821123839494,102.74651738392426,97.09550417776457,9057348,100.5943683648825
2020-04-20,99.71313892919142,100.60898641055931,101.63906327767619,98.69223412313931,11172714,99.71313892919142
2020-04-21,98.52512884757877,100.5580405958362,101.72602468169227,97.38075708109415,15213687,98.52512884757877
2020-04-22,96.20369892481074,98.47804877757426,99.57476953653871,95.1323069241598,17253731,96.20369892481074
2020-04-23,97.10196423529544,96.46481796534164,98.96155997694447,94.6174241858233,11903514,97.10196423529544
2020-04-24,98.702993164337,96.48300124505188,100.62789824037974,94.60139043575029,10942169,98.702993164337
2020-04-27,100.21065701638159,98.95664431926454,101.93990480018398,97.24903593731733,14854234,100.21065701638159
2020-04-28,98.9722805719623,100.09813391786386,102.19193346442829,96.90203102711001,12519983,98.9722805719623
2020-04-29,98.27212474633498,99.55764024616607,100.46459000551087,97.37688577051541,7176790,98.27212474633498
2020-04-30,99.1586054621488,98.97224644742357,101.47258263355242,96.66261817245459,13804240,99.1586054621488
2020-05-01,101.37758713901465,100.69927057913709,103.67036222663062,98.42183642982806,14405633,101.37758713901465
2020-05-04,101.56567645924892,101.73015801417138,103.6302850944765,99.66862158351734,13190675,101.56567645924892
2020-05-05,99.91697746002322,101.76421479893853,104.19729485532606,97.52806299109301,10640679,99.91697746002322
2020-05-06,99.9341773849796,100.03351121129893,100.70542469837775,99.26293111168563,5315788,99.9341773849796
2020-05-07,100.65157431013203,99.72241708726678,101.89741527198976,98.48807700988289,12092195,100.65157431013203
2020-05-08,102.05003690355343,100.85598790046981,103.20559873061721,99.71394686663133,13546141,102.05003690355343
2020-05-11,100.29597671766058,101.86916255471714,103.76468246559642,98.42972969960647,9582379,100.29597671766058
2020-05-12,97.97332602967036,100.39735246658321,101.37615600371518,97.01815504451571,12030958,97.97332602967036
2020-05-13,96.31549863114654,98.74786250726243,100.60308557915485,94.50597353658377,23222499,96.31549863114654
2020-05-14,94.87212453587499,95.73382473673625,97.82586544281101,92.79891428916599,12226555,94.87212453587499
2020-05-15,95.21685334784574,95.52098074071823,97.28582776597807,93.45762538470657,12415304,95.21685334784574
2020-05-18,94.29521931921546,95.96932266110056,97.545019468743,92.74700920438617,10479443,94.29521931921546
2020-05-19,92.43602644326015,94.22841953333155,95.17641710827057,91.50606147792172,9179215,92.43602644326015
2020-05-20,91.31692913247566,91.25921142993903,92.30002392116562,90.27673801532636,12005497,91.31692913247566
2020-05-21,90.52187776622964,90.9839025085517,92.91713706944174,88.59846035073802,11133869,90.52187776622964
2020-05-22,90.91949271560514,91.22631605707326,92.95019649067454,89.20141024445364,10042360,90.91949271560514
2020-05-25,90.270138644202,90.90701779986352,92.2528873261485,88.93369805165918,11169364,90.270138644202
2020-05-26,88.51490034497267,89.72889573786168,90.88733636363017,87.37213294878148,14642679,88.51490034497267
2020-05-27,88.34286641217264,88.24681973387773,88.7731810368002,87.81697294883921,10081443,88.34286641217264
2020-05-28,90.1351550283855,88.78844310840196,91.00457510995805,87.93201305704522,10917424,90.1351550283855
2020-05-29,93.44400648715977,90.43083451795982,95.73871987235898,88.21011588437241,19112966,93.44400648715977
2020-06-01,93.71077731442823,93.31004585141095,94.5164765397685,92.50779200384446,7158050,93.71077731442823
2020-06-02,93.18579827187178,93.50452490981385,94.99567888677743,91.6997271558092,7379544,93.18579827187178
2020-06-03,93.04094093333757,92.96676049678283,94.90522272335613,91.10396507648126,11953662,93.04094093333757
2020-06-04,92.24010691636076,92.52600946438416,93.33333467306667,91.43527631795682,12972424,92.24010691636076
2020-06-05,93.19405981304223,93.13412147420128,94.67804030541208,91.65109541310916,11930670,93.19405981304223
2020-06-08,92.7868184054174,93.01382969452233,94.84523272030947,90.95988513604304,8225850,92.7868184054174
2020-06-09,93.85553919209518,93.46443600527205,95.26923793296231,92.05662825483041,10679330,93.85553919209518
2020-06-10,92.99835144578357,94.7122428221038,97.49129089803525,90.26959239680153,11221177,92.99835144578357
2020-06-11,93.90930060441623,93.55539905233228,94.53445516653099,92.93260041416117,8691197,93.90930060441623
2020-06-12,94.4928803154999,93.66610163425217,96.41048506153702,91.76527523932246,9698074,94.4928803154999
2020-06-15,92.6880463172816,94.72177803013555,96.06076426152313,91.37780889971992,15745993,92.6880463172816
2020-06-16,92.4905996492939,92.67459045636659,94.42239623428462,90.7462638645434,13870553,92.4905996492939
2020-06-17,92.86389353079936,91.98909608727523,94.46175943551025,90.40628241605779,9937604,92.86389353079936
2020-06-18,94.77006767039015,93.04462112562048,95.8442123733806,91.99003301166618,16409309,94.77006767039015
2020-06-19,95.17146976621679,94.09964158562437,96.70801142891763,92.58040456956587,7397088,95.17146976621679
2020-06-22,96.76695012616634,95.84966892428237,97.31953709262487,95.30232008547047,15235380,96.76695012616634
2020-06-23,94.92635206515233,96.49719253315376,98.23570887218997,93.21613636106673,11753867,94.92635206515233
2020-06-24,96.03741735516044,95.04092417904046,97.62115046066938,93.47362403555712,13123283,96.03741735516044
2020-06-25,100.174392937541,96.20065476846844,101.99689580504017,94.45044731495138,17715421,100.174392937541
2020-06-26,101.18671535046627,100.0187790461251,103.23985366956178,97.98933884562548,15654335,101.18671535046627
2020-06-29,101.30894857862161,101.54290906259284,103.25269863855183,99.60309845250086,8598352,101.30894857862161
2020-06-30,101.22849287939975,101.02027663785019,102.82187461647858,99.43017231750663,11517467,101.22849287939975
2020-07-01,101.24922542149142,101.75769355302869,102.83578154731784,100.17652447332082,9495057,101.24922542149142
2020-07-02,101.38644201308361,100.43154902114311,102.54619099750876,99.28272295851744,9950948,101.38644201308361
2020-07-03,102.96201881720098,101.46332106856353,105.11739206092761,99.33932107358392,12634822,102.96201881720098
2020-07-06,101.89617687379838,104.15983508171851,106.47027490284613,99.63594878794183,10192153,101.89617687379838
2020-07-07,101.35828447610122,101.28459724829192,102.7579864165405,99.88591288777994,11024634,101.35828447610122
2020-07-08,100.0602210906861,100.94611407095299,102.48352477487632,98.53630254902109,12404929,100.0602210906861
2020-07-09,102.39651303408101,100.36875148902875,103.4693139413929,99.31719529367908,15394912,102.39651303408101
2020-07-10,102.29143156144383,102.50684432373137,104.64552500542445,100.15724520514271,10379189,102.29143156144383
2020-07-13,101.27333374572926,102.50663029026317,104.38527792629259,99.41728883921452,14065436,101.27333374572926
2020-07-14,100.56962575851786,101.57058341470263,104.07999510370526,98.08494381663475,13700234,100.56962575851786
2020-07-15,98.67393466055343,100.95262796184278,102.0235722670663,97.62716361028758,11160278,98.67393466055343
2020-07-16,99.63350029023016,99.33092535874152,100.93969154400091,98.02870085037237,14211631,99.63350029023016
2020-07-17,101.78749920724454,99.87849029387432,103.43210320363116,98.26473059283357,11298368,101.78749920724454
2020-07-20,99.84615496451619,101.64015712727517,103.49330597516223,98.02571516721491,15538025,99.84615496451619
2020-07-21,99.02209900049061,100.24907835248827,101.64471211830254,97.64354682626548,13188033,99.02209900049061
2020-07-22,99.211570371971,100.15088078276924,101.21600488402065,98.15643601967913,7084265,99.211570371971
2020-07-23,101.3374908313492,99.1326175583934,103.30415133072431,97.20874711762816,14553768,101.3374908313492
2020-07-24,101.50706091520557,100.74495270448755,103.39566848480376,98.87052467395429,9410296,101.50706091520557
2020-07-27,100.29494207938718,102.18131994481772,103.24590925885572,99.25000623742078,10643985,100.29494207938718
2020-07-28,100.07849438352235,100.22250034819014,102.40506718644173,97.89906359398141,13667384,100.07849438352235
2020-07-29,100.36473083562147,98.77386940177426,102.45743519051935,96.71433608836611,9276417,100.36473083562147
2020-07-30,101.78888967683974,100.87503832681031,103.38407247870404,99.29417693037303,10925850,101.78888967683974
2020-07-31,103.14302611175816,101.46194690687395,104.73122132542198,99.89963693283934,12853804,103.14302611175816
2020-08-03,101.96693388202274,103.08699885155407,104.91888459840098,100.15495201322142,14085292,101.96693388202274
2020-08-04,100.69287993410802,102.17003998052633,103.2623893945371,99.61632355405723,12149831,100.69287993410802
2020-08-05,100.1014422299974,100.80797170240889,102.3352283404538,98.58488962466433,14110646,100.1014422299974
2020-08-06,99.64941150025332,100.52754513052726,100.95358913789065,99.22708909546519,12124721,99.64941150025332
2020-08-07,101.64682449088573,99.38903573699133,103.61697152411142,97.46264979357257,9061631,101.64682449088573
2020-08-10,100.8549381664059,101.9597579409605,102.6931069551418,100.12953560589298,10396760,100.8549381664059
2020-08-11,97.55714850118369,100.69787878169177,102.96530290162283,95.36044451635757,14781749,97.55714850118369
2020-08-12,96.94798286442585,97.98960596397272,99.2977083637895,95.65378550752477,12380678,96.94798286442585
2020-08-13,96.10493967368619,97.3059346821984,98.6625414348405,94.76507679122793,6944620,96.10493967368619
2020-08-14,97.15434496571096,95.56553799351562,98.30672475790458,94.43200356587157,20285679,97.15434496571096
2020-08-17,97.42843036730908,97.78739225255973,99.1133702846071,96.10731978865442,11747949,97.42843036730908
2020-08-18,95.10144040388164,97.11512190415877,99.26065295526577,93.00039692691524,15223420,95.10144040388164
2020-08-19,95.56874902496898,95.5625251671584,95.81349645475078,95.31779367640706,13910447,95.56874902496898
2020-08-20,96.9892181773269,95.77935615941603,99.06331582216781,93.73113120443784,20729861,96.9892181773269
2020-08-21,98.98494432819382,98.058922163399,100.6370146704091,96.42230723983425,16800567,98.98494432819382
2020-08-24,100.87098908971372,98.85222572124789,101.77528658869916,97.96602621735124,16696705,100.87098908971372
2020-08-25,99.88721171222909,100.65957350533316,101.62826467356646,98.92595331985211,12267047,99.88721171222909
2020-08-26,99.2418133251375,99.87557309052103,102.2108602584657,96.92134470593165,10977106,99.2418133251375
2020-08-27,99.75881969024643,99.06128465666552,100.78358873383965,98.04368101770974,10039618,99.75881969024643
2020-08-28,100.28710699288187,100.23762724999749,101.21308266749294,99.31210843409607,9374880,100.28710699288187
2020-08-31,100.13959386069975,99.31453630334981,102.21113885043161,97.26005892676952,8972604,100.13959386069975
2020-09-01,99.47205601295855,99.5065018836309,101.16754047399463,97.81159241939787,8650581,99.47205601295855
2020-09-02,99.41488580412138,98.83475670080179,100.43989027076256,97.81573358109193,9962618,99.41488580412138
2020-09-03,101.08892521588938,99.98173412853043,102.71475102382057,98.37371541311995,9544013,101.08892521588938
2020-09-04,101.83403280283989,102.12646961965478,103.13458416253425,100.82880497296442,11920756,101.83403280283989
2020-09-07,102.62274009846672,101.77021389195923,104.72692774126949,99.68350653770827,11465392,102.62274009846672
2020-09-08,100.84085806064769,102.51879041153529,104.60062460519191,98.79309739564566,13874482,100.84085806064769
2020-09-09,102.86499092772841,100.88324278207172,104.68158985572092,99.10164158775403,12624847,102.86499092772841
2020-09-10,104.16883009519248,103.58209053406992,105.9197315948258,101.84105113211518,23194165,104.16883009519248
2020-09-11,104.09803007715357,103.58922234875003,106.57618160028072,101.12318347219446,13304602,104.09803007715357
2020-09-14,102.64849842791119,104.24691252635867,105.81045271724744,101.1089319416055,9967791,102.64849842791119
2020-09-15,102.119486014822,103.24911386211693,104.18771328931737,101.19115561571063,11556618,102.119486014822
2020-09-16,101.89248499981966,102.42651488929769,104.1931028447625,100.13510765521698,9248689,101.89248499981966
2020-09-17,104.11349932322301,102.00838665197283,106.76113010347233,99.41428938217628,11722587,104.11349932322301
2020-09-18,106.27461697045493,104.73883379330903,107.32952034273445,103.69917491589428,10824409,106.27461697045493
2020-09-21,106.72599625400593,104.55090711133097,108.1339988283953,103.17159980538516,11829051,106.72599625400593
2020-09-22,105.69909547162804,107.16007776688356,108.99061088253013,103.89351919185329,10405224,105.69909547162804
2020-09-23,104.87277920470027,105.28428422316871,106.83517181929761,103.32795327326896,14033130,104.87277920470027
2020-09-24,106.42912299068921,103.72087784711894,107.5028312926987,102.67449162775767,15819540,106.42912299068921
2020-09-25,109.23204174158326,106.75556405671723,111.48323648860645,104.55540775469976,20095376,109.23204174158326
2020-09-28,109.97034368192135,110.13232690684679,113.0618692266215,107.04511014891108,9572547,109.97034368192135
2020-09-29,108.2858579049876,109.87965211956829,111.63560118379807,106.55537871989998,14366473,108.2858579049876
2020-09-30,108.65172487985224,108.90495493190578,110.04624167413905,107.51309190209942,12115249,108.65172487985224
2020-10-01,110.34783181020242,109.70278576215273,111.14842710985923,108.9068703988903,11934842,110.34783181020242
2020-10-02,110.57911656654906,111.2184195640158,113.03015426206053,108.7777960375567,8928917,110.57911656654906
2020-10-05,110.35420252131331,111.66719153969925,113.9585338264569,108.08980196397856,14358798,110.35420252131331
2020-10-06,109.07214175725653,110.84558384599161,112.77161883510682,107.17692181187658,12897200,109.07214175725653
2020-10-07,107.29301549882716,109.12150800858976,110.75701907498821,105.68490984304957,15061147,107.29301549882716
2020-10-08,108.26909433996438,106.26173704272031,109.57413121476664,104.98089613362532,10027511,108.26909433996438
2020-10-09,109.43928068263163,108.10924856351917,110.48324188110911,107.07797478327417,9529847,109.43928068263163
2020-10-12,109.85750514427643,108.88557487765475,111.96388621207021,106.79782936425607,9605592,109.85750514427643
2020-10-13,109.51678587050385,111.2884712488091,113.46625955161399,107.37366742747716,10360104,109.51678587050385
2020-10-14,107.67164488498086,109.40121117735698,110.19670579093291,106.88872655510967,10806413,107.67164488498086
2020-10-15,107.71428661719641,107.7512388702062,110.22404305077485,105.24233046108374,10059380,107.71428661719641
2020-10-16,109.3472590827273,108.0707037403565,111.30133354158338,106.13944178005566,9297171,109.3472590827273
2020-10-19,109.79063361087151,109.3758659307281,112.20580502947928,106.96981856044302,8641272,109.79063361087151
2020-10-20,109.52315186389836,110.90723797726146,111.82658813893477,108.61527489203033,11993240,109.52315186389836
2020-10-21,113.4680763689897,109.11398474027915,114.39521031665808,108.22242754943449,19411961,113.4680763689897
2020-10-22,115.46163243724658,113.6005667705467,117.10755572536137,111.98117325909342,12495151,115.46163243724658
2020-10-23,117.98543583682553,114.94727124207857,120.0518235730739,112.93409368397431,11724801,117.98543583682553
2020-10-26,118.92868937918466,117.05097524902075,121.78081391148653,114.24388168917177,9444497,118.92868937918466
2020-10-27,118.62711960048281,118.4921480020803,120.82532693327268,116.29644174626443,9751311,118.62711960048281
2020-10-28,118.00521080096604,118.60075818916432,120.23585864486068,116.37832091508982,12568570,118.00521080096604
2020-10-29,119.58244029360019,117.70125140395714,120.7624982255297,116.53975733362161,15258472,119.58244029360019
2020-10-30,119.42993445486701,119.08563195069738,121.95587791058651,116.56697049392702,9285604,119.42993445486701
2020-11-02,118.3086056707177,118.42219603981263,119.62731630516521,117.10464135467464,9430723,118.3086056707177
2020-11-03,115.95893579029087,118.2496130441907,120.98618612213585,113.27537435053975,14740980,115.95893579029087
2020-11-04,114.85812062886693,114.91202115088325,116.47230539379366,113.29856825138144,10091729,114.85812062886693
2020-11-05,117.22138773044664,115.38191222623982,119.9119597356605,112.73356153738911,12725337,117.22138773044664
2020-11-06,115.37426339071544,117.27936994390546,119.43668366273081,113.25199345243722,17143037,115.37426339071544
2020-11-09,114.79480433569832,114.36527980708665,116.43809454870669,112.72813824739232,12984107,114.79480433569832
2020-11-10,111.18709992311624,114.58183076270575,116.00299128826961,109.80804430573916,16808236,111.18709992311624
2020-11-11,109.66316096531125,110.68531938655896,112.15693169093012,108.20513872797031,9879463,109.66316096531125
2020-11-12,111.18192916516713,109.87317107958398,113.08776348340426,107.98977094730229,13321356,111.18192916516713
2020-11-13,111.86652856006698,112.07613236440211,113.80051135828249,110.14537448472731,13891168,111.86652856006698
2020-11-16,110.29271627398077,110.60791435228292,111.93863186074181,108.96579089562293,11886350,110.29271627398077
2020-11-17,108.45847376926213,110.36883550624985,111.93296530944353,106.92141731257969,17460653,108.45847376926213
2020-11-18,108.99740972877132,108.35426721761674,110.67519433822073,106.68638242697571,14237531,108.99740972877132
2020-11-19,109.57062265621803,109.43645570505261,110.04794839508854,108.95971444163312,15414970,109.57062265621803
2020-11-20,111.1753190051983,109.71078318004328,113.0976337218745,107.81379151883468,13742955,111.1753190051983
2020-11-23,111.32922862236802,110.67371642316917,112.45380901064013,109.55575762181198,11557964,111.32922862236802
2020-11-24,109.95752204861654,111.11610845108785,112.14208103588035,108.94224708366168,16538661,109.95752204861654
2020-11-25,112.13123594524494,109.43234786441211,112.86718444888989,108.71411291424627,15259861,112.13123594524494
2020-11-26,114.00907132509275,112.85516000726675,114.6966073062743,112.17458273157133,12076012,114.00907132509275
2020-11-27,113.10186593675736,114.02364965273372,114.961239041437,112.17185615661259,10596886,113.10186593675736
2020-11-30,112.95445924335966,114.39203522111886,115.70238399764676,111.66057774901608,10762074,112.95445924335966
2020-12-01,111.01290192044316,112.91334778682952,115.70979314519867,108.26352356633927,10380791,111.01290192044316
2020-12-02,111.2831131700141,110.5410481748343,112.65975223013204,109.17358890514828,10190608,111.2831131700141
2020-12-03,111.14009343034877,110.27240806965283,112.90597064889342,108.52031728734397,12772232,111.14009343034877
2020-12-04,111.63475880518091,109.93768675782644,113.53281840220161,108.06848147034869,7025942,111.63475880518091
2020-12-07,111.44370978465246,110.5736910017087,113.18839738429979,108.84262382967451,14057222,111.44370978465246
2020-12-08,110.86100977764151,111.62232729447886,113.25344010729617,109.2410219322607,13825555,110.86100977764151
2020-12-09,109.1327431286653,111.19939639628805,112.20280761708995,108.14798041806617,11965465,109.1327431286653
2020-12-10,109.73393052194085,108.09738505633146,112.17601939364617,105.6917169111106,12376274,109.73393052194085
2020-12-11,110.37412740332768,110.32322695496867,113.02707807731635,107.67149972330255,11173848,110.37412740332768
2020-12-14,109.71725994107749,110.05422275095512,110.7791176185354,108.99458454863719,14311186,109.71725994107749
2020-12-15,110.86310098978977,109.8138943033988,111.95841257919727,108.72894872606409,14714142,110.86310098978977
2020-12-16,111.64163494311124,111.9355156597584,113.45794481985025,110.12320283944938,8619210,111.64163494311124
2020-12-17,112.21928696528184,112.24238258813817,113.3847082259751,111.07719637878205,12410083,112.21928696528184
2020-12-18,115.08366886890731,112.03848105826394,117.10106576300586,110.07446578200499,14496372,115.08366886890731
2020-12-21,117.894356023678,114.46829884309788,119.2334754524698,113.16809476097242,15133237,117.894356023678
2020-12-22,118.80305300140496,116.37223467754869,121.87117515029925,113.36688909332126,9977361,118.80305300140496
2020-12-23,117.91587521172373,118.2904273419924,120.76893626210385,115.4452141861273,16304015,117.91587521172373
2020-12-24,119.2701771153632,117.76650157035355,121.1859984835118,115.87483354723692,15140495,119.2701771153632
2020-12-25,122.22496828720818,118.56373065307531,124.68595962884456,116.17645807973594,12898063,122.22496828720818
2020-12-28,121.70998487060287,122.12871101536619,124.63595264728721,119.21133947795923,8302595,121.70998487060287
2020-12-29,121.33796682849035,121.766106719676,123.24924987039518,119.86003853405809,9823590,121.33796682849035
2020-12-30,121.9134152941696,121.17426542251945,123.24457736406161,119.8511740663445,11942499,121.9134152941696
2020-12-31,121.92217345170802,121.43795108670032,123.79864291387081,119.56893415310645,10507213,121.92217345170802
2021-01-01,122.64900563402364,122.04554991672184,125.01713478797413,119.68907239475868,14380190,122.64900563402364
2021-01-04,118.77158233335574,122.9742271213373,124.90434475339529,116.90742648041554,19116400,118.77158233335574
2021-01-05,116.23885915193033,117.99453179053943,118.83406495964026,115.41181762453382,17317425,116.23885915193033
2021-01-06,115.28136503653836,117.22289017290369,118.5106865173904,114.01489804990706,12434304,115.28136503653836
2021-01-07,114.68308285334088,115.21317278974156,116.89875714001244,113.00525379076323,8360177,114.68308285334088
2021-01-08,117.04759985234512,114.69605325056051,118.75903146324173,113.01900518271707,13581453,117.04759985234512
2021-01-11,115.14998685681859,117.54496864288308,120.46745521411393,112.28704602530696,16369937,115.14998685681859
2021-01-12,113.56378212137224,115.31111586351734,116.24168352041306,112.6473155531189,12624263,113.56378212137224
2021-01-13,113.49813211668268,114.21323292752597,116.2151563306561,111.50874296209913,11186398,113.49813211668268
2021-01-14,116.18332176327857,113.6936604552985,118.79112212676185,111.14174194787996,13821858,116.18332176327857
2021-01-15,116.09155719970005,115.75639171193232,119.15141124793053,112.7053717038277,8267199,116.09155719970005
2021-01-18,117.34691396629167,116.3433622427462,118.86984372765325,114.83345658858262,11866332,117.34691396629167
2021-01-19,116.65318556399485,116.54163752118296,118.68961740315368,114.50715299263446,11895337,116.65318556399485
